source_file,source_path,job_id,epoch,epoch_total,actor_loss_mean,actor_loss_std,actor_loss_min,actor_loss_max,critic_loss_mean,critic_loss_std,critic_loss_min,critic_loss_max,reward_mean,reward_std,reward_min,reward_max,r1_mean,r1_std,r1_min,r1_max,r2_mean,r2_std,r2_min,r2_max,r3_mean,r3_std,r3_min,r3_max,entropy_mean,entropy_std,entropy_min,entropy_max,baseline_acc_mean,baseline_acc_std,baseline_acc_min,baseline_acc_max,model_acc_mean,model_acc_std,model_acc_min,model_acc_max,min_alpha_bucket_acc_mean,min_alpha_bucket_acc_std,min_alpha_bucket_acc_min,min_alpha_bucket_acc_max,strict_min_alpha_bucket_acc_mean,strict_min_alpha_bucket_acc_std,strict_min_alpha_bucket_acc_min,strict_min_alpha_bucket_acc_max,target_in_topk_rate_mean,target_in_topk_rate_std,target_in_topk_rate_min,target_in_topk_rate_max,alpha_gap_mean,alpha_gap_std,alpha_gap_min,alpha_gap_max,per_bucket_0_mean,per_bucket_0_std,per_bucket_0_min,per_bucket_0_max,per_bucket_1_mean,per_bucket_1_std,per_bucket_1_min,per_bucket_1_max,per_bucket_2_mean,per_bucket_2_std,per_bucket_2_min,per_bucket_2_max,per_bucket_3_mean,per_bucket_3_std,per_bucket_3_min,per_bucket_3_max,per_bucket_4_mean,per_bucket_4_std,per_bucket_4_min,per_bucket_4_max,per_bucket_5_mean,per_bucket_5_std,per_bucket_5_min,per_bucket_5_max,per_bucket_6_mean,per_bucket_6_std,per_bucket_6_min,per_bucket_6_max,per_bucket_7_mean,per_bucket_7_std,per_bucket_7_min,per_bucket_7_max,per_bucket_8_mean,per_bucket_8_std,per_bucket_8_min,per_bucket_8_max,per_bucket_9_mean,per_bucket_9_std,per_bucket_9_min,per_bucket_9_max,per_bucket_10_mean,per_bucket_10_std,per_bucket_10_min,per_bucket_10_max,true_bucket_rate_0_mean,true_bucket_rate_0_std,true_bucket_rate_0_min,true_bucket_rate_0_max,true_bucket_rate_1_mean,true_bucket_rate_1_std,true_bucket_rate_1_min,true_bucket_rate_1_max,true_bucket_rate_2_mean,true_bucket_rate_2_std,true_bucket_rate_2_min,true_bucket_rate_2_max,true_bucket_rate_3_mean,true_bucket_rate_3_std,true_bucket_rate_3_min,true_bucket_rate_3_max,true_bucket_rate_4_mean,true_bucket_rate_4_std,true_bucket_rate_4_min,true_bucket_rate_4_max,true_bucket_rate_5_mean,true_bucket_rate_5_std,true_bucket_rate_5_min,true_bucket_rate_5_max,true_bucket_rate_6_mean,true_bucket_rate_6_std,true_bucket_rate_6_min,true_bucket_rate_6_max,true_bucket_rate_7_mean,true_bucket_rate_7_std,true_bucket_rate_7_min,true_bucket_rate_7_max,true_bucket_rate_8_mean,true_bucket_rate_8_std,true_bucket_rate_8_min,true_bucket_rate_8_max,true_bucket_rate_9_mean,true_bucket_rate_9_std,true_bucket_rate_9_min,true_bucket_rate_9_max,true_bucket_rate_10_mean,true_bucket_rate_10_std,true_bucket_rate_10_min,true_bucket_rate_10_max,pred_min_bucket_rate_0_mean,pred_min_bucket_rate_0_std,pred_min_bucket_rate_0_min,pred_min_bucket_rate_0_max,pred_min_bucket_rate_1_mean,pred_min_bucket_rate_1_std,pred_min_bucket_rate_1_min,pred_min_bucket_rate_1_max,pred_min_bucket_rate_2_mean,pred_min_bucket_rate_2_std,pred_min_bucket_rate_2_min,pred_min_bucket_rate_2_max,pred_min_bucket_rate_3_mean,pred_min_bucket_rate_3_std,pred_min_bucket_rate_3_min,pred_min_bucket_rate_3_max,pred_min_bucket_rate_4_mean,pred_min_bucket_rate_4_std,pred_min_bucket_rate_4_min,pred_min_bucket_rate_4_max,pred_min_bucket_rate_5_mean,pred_min_bucket_rate_5_std,pred_min_bucket_rate_5_min,pred_min_bucket_rate_5_max,pred_min_bucket_rate_6_mean,pred_min_bucket_rate_6_std,pred_min_bucket_rate_6_min,pred_min_bucket_rate_6_max,pred_min_bucket_rate_7_mean,pred_min_bucket_rate_7_std,pred_min_bucket_rate_7_min,pred_min_bucket_rate_7_max,pred_min_bucket_rate_8_mean,pred_min_bucket_rate_8_std,pred_min_bucket_rate_8_min,pred_min_bucket_rate_8_max,pred_min_bucket_rate_9_mean,pred_min_bucket_rate_9_std,pred_min_bucket_rate_9_min,pred_min_bucket_rate_9_max,pred_min_bucket_rate_10_mean,pred_min_bucket_rate_10_std,pred_min_bucket_rate_10_min,pred_min_bucket_rate_10_max
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,44,100,-29.0939,54.1479,-225.9159,176.1043,52.1174,3.6137,40.6595,65.3588,-17.0249,0.4035,-18.9682,-15.7392,-10.7538,0.4352,-12.4365,-9.3347,6.2145,0.1171,5.7741,6.5908,-16.571,0.4175,-18.5127,-15.1963,164.9842,0.3403,164.346,165.7077,5.5257,0.1392,5.0674,6.1729,0.002,0.0014,0.0,0.0088,0.2359,0.0091,0.2006,0.2674,0.2136,0.0079,0.1831,0.2423,0.9162,0.0035,0.9035,0.9286,1.1691,0.0134,1.1243,1.2137,0.2663,0.011,0.2261,0.3073,0.1134,0.0099,0.0768,0.1438,0.1047,0.0131,0.0586,0.1604,0.0854,0.0142,0.0379,0.1425,0.0735,0.0162,0.0182,0.1355,0.0524,0.0157,0.0055,0.1152,0.0552,0.0186,0.0,0.1387,0.0715,0.023,0.0,0.1743,0.0757,0.0258,0.0091,0.2,0.0505,0.0234,0.0,0.1481,0.0393,0.0061,0.0208,0.0618,0.7234,0.0064,0.7,0.7452,0.0678,0.0024,0.0597,0.076,0.0373,0.0018,0.0315,0.0431,0.0242,0.0014,0.0194,0.0293,0.0174,0.0011,0.0135,0.0216,0.0129,0.001,0.0091,0.0165,0.0103,0.0009,0.0074,0.0137,0.0083,0.0008,0.0053,0.0117,0.0069,0.0007,0.0044,0.01,0.0059,0.0006,0.0038,0.0083,0.0855,0.0035,0.0727,0.098,0.27,0.0109,0.2276,0.3048,0.1221,0.003,0.1124,0.1361,0.1004,0.0024,0.0919,0.1102,0.0852,0.0021,0.0771,0.094,0.0718,0.0023,0.0647,0.0807,0.0497,0.0025,0.0418,0.0594,0.0595,0.0025,0.0512,0.0691,0.0716,0.0028,0.0611,0.0819,0.0715,0.0027,0.0621,0.0812,0.0506,0.003,0.0395,0.0611,0.0475,0.003,0.0382,0.059
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,45,100,-30.6162,54.5302,-220.7756,157.5356,52.0912,3.6846,40.626,67.4776,-17.019,0.4116,-18.5695,-15.5776,-10.7008,0.4368,-12.2944,-9.0352,6.2197,0.1174,5.8348,6.6238,-16.5709,0.4252,-18.1553,-15.041,164.4482,0.1192,164.1879,164.674,5.5257,0.1418,5.0166,6.0537,0.002,0.0015,0.0,0.0088,0.2357,0.009,0.207,0.2693,0.2136,0.0078,0.188,0.2395,0.9162,0.0035,0.9048,0.9296,1.1647,0.0138,1.1185,1.211,0.2664,0.0108,0.2314,0.3044,0.1124,0.01,0.0753,0.1507,0.1043,0.0126,0.0658,0.1472,0.0849,0.0143,0.0428,0.1536,0.0734,0.0163,0.0224,0.1349,0.0537,0.0163,0.0056,0.1215,0.0559,0.0189,0.0,0.1338,0.0714,0.0228,0.0081,0.1736,0.0765,0.026,0.0,0.1881,0.0504,0.0233,0.0,0.1471,0.0393,0.0063,0.0149,0.0656,0.7234,0.0065,0.7034,0.7522,0.0678,0.0024,0.0604,0.0778,0.0373,0.0018,0.032,0.0436,0.0242,0.0014,0.0191,0.0295,0.0174,0.0012,0.0134,0.0215,0.0129,0.001,0.0099,0.0165,0.0103,0.0009,0.0074,0.0138,0.0083,0.0008,0.0055,0.0113,0.0069,0.0007,0.0046,0.0098,0.0059,0.0006,0.0037,0.0084,0.0855,0.0035,0.0715,0.0969,0.27,0.0109,0.2341,0.3081,0.1212,0.0031,0.1102,0.1319,0.1002,0.0025,0.0909,0.1083,0.0849,0.0021,0.0776,0.092,0.0711,0.0023,0.0634,0.079,0.0502,0.0025,0.042,0.059,0.0607,0.0026,0.0524,0.0704,0.0713,0.0027,0.0615,0.0804,0.0717,0.0027,0.0621,0.0811,0.051,0.0031,0.0406,0.0626,0.0477,0.003,0.0379,0.0587
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,46,100,-30.7766,52.6855,-212.0171,124.9747,52.0719,3.6535,39.5138,66.1014,-17.0097,0.4182,-18.5414,-15.4966,-10.6137,0.4149,-12.0823,-9.1163,6.2273,0.1172,5.8393,6.6073,-16.571,0.4322,-18.126,-14.9502,164.3752,0.0893,164.1891,164.5543,5.5257,0.144,4.9854,6.0479,0.002,0.0014,0.0,0.0098,0.2354,0.0085,0.2069,0.2684,0.2132,0.0074,0.1892,0.2433,0.9162,0.0035,0.9042,0.9275,1.1623,0.013,1.1192,1.2049,0.2659,0.0102,0.2323,0.3073,0.1112,0.0099,0.0746,0.1534,0.1045,0.0129,0.0624,0.1617,0.0835,0.014,0.0214,0.1425,0.074,0.016,0.0283,0.133,0.0534,0.0162,0.0091,0.1105,0.0558,0.0185,0.006,0.1216,0.0705,0.0226,0.0072,0.1538,0.0763,0.0259,0.0,0.1856,0.0503,0.0231,0.0,0.15,0.04,0.0062,0.022,0.0655,0.7234,0.0066,0.6995,0.7497,0.0678,0.0025,0.059,0.0782,0.0373,0.0018,0.0311,0.0445,0.0242,0.0014,0.0192,0.0292,0.0174,0.0012,0.0139,0.0217,0.0129,0.001,0.01,0.0165,0.0103,0.0009,0.0075,0.0139,0.0083,0.0008,0.0059,0.0118,0.0069,0.0007,0.0046,0.0095,0.0059,0.0007,0.0036,0.0082,0.0855,0.0035,0.074,0.0975,0.2704,0.0102,0.2383,0.3093,0.1208,0.0029,0.1102,0.1317,0.1005,0.0024,0.0911,0.1102,0.0843,0.0021,0.0779,0.0921,0.0712,0.0022,0.0626,0.0794,0.0505,0.0024,0.0421,0.059,0.0604,0.0024,0.0512,0.0693,0.0712,0.0027,0.0628,0.081,0.0719,0.0026,0.0631,0.0824,0.0509,0.0029,0.0415,0.0612,0.0479,0.0028,0.0374,0.0572
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,47,100,-30.5074,54.1729,-228.492,181.0065,52.0426,3.6444,38.413,65.2593,-17.0084,0.425,-18.6298,-15.6692,-10.5972,0.4256,-12.0861,-9.0993,6.223,0.1197,5.8006,6.6521,-16.571,0.4395,-18.2549,-15.126,163.876,0.2698,163.4371,164.4824,5.5257,0.1465,5.0459,6.0859,0.002,0.0014,0.0,0.0088,0.2368,0.0086,0.2053,0.2663,0.2145,0.0074,0.1865,0.2397,0.9162,0.0035,0.9048,0.9273,1.1561,0.0133,1.1059,1.2006,0.2677,0.0104,0.2276,0.3039,0.1113,0.0097,0.0787,0.1493,0.1044,0.0128,0.0661,0.1553,0.0827,0.0141,0.0396,0.1421,0.0741,0.016,0.0235,0.1413,0.0534,0.0159,0.0049,0.1173,0.056,0.0186,0.0063,0.1319,0.0705,0.0228,0.0,0.1667,0.0771,0.0265,0.0079,0.2111,0.0496,0.0235,0.0,0.141,0.0405,0.0061,0.0214,0.0638,0.7234,0.0065,0.7003,0.7451,0.0678,0.0025,0.0596,0.0773,0.0373,0.0018,0.0317,0.0442,0.0242,0.0014,0.0195,0.0298,0.0174,0.0012,0.0135,0.0216,0.0129,0.001,0.0094,0.0169,0.0103,0.0009,0.007,0.0132,0.0083,0.0008,0.0059,0.0116,0.0069,0.0007,0.0044,0.0098,0.0059,0.0007,0.0034,0.0087,0.0855,0.0035,0.0747,0.0972,0.272,0.0104,0.2302,0.3094,0.1208,0.0029,0.1102,0.1325,0.1003,0.0025,0.0926,0.109,0.0834,0.0022,0.0743,0.0911,0.0713,0.0022,0.063,0.0798,0.0508,0.0025,0.043,0.0611,0.0606,0.0025,0.0524,0.0708,0.071,0.0026,0.0622,0.0798,0.0716,0.0027,0.0633,0.0812,0.0501,0.0028,0.0404,0.0604,0.0482,0.0029,0.0376,0.0618
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,48,100,-30.1917,54.5293,-219.2905,161.4355,52.0155,3.6757,41.1426,68.9706,-17.0051,0.4236,-18.8196,-15.1698,-10.5689,0.4338,-12.0227,-8.9035,6.2287,0.118,5.8465,6.6187,-16.5711,0.4372,-18.4307,-14.7803,162.671,0.4027,162.1755,163.5457,5.5257,0.1457,4.9268,6.1445,0.002,0.0014,0.0,0.0088,0.2358,0.0089,0.2076,0.2669,0.2136,0.0077,0.1894,0.241,0.9162,0.0035,0.9032,0.9301,1.1557,0.0136,1.1095,1.2028,0.2664,0.0107,0.2318,0.3037,0.1119,0.01,0.0767,0.1523,0.1039,0.0128,0.0638,0.159,0.0833,0.0143,0.0401,0.138,0.0736,0.0162,0.0223,0.1344,0.0539,0.0164,0.0052,0.1278,0.0564,0.0186,0.0051,0.1458,0.0695,0.0229,0.008,0.1692,0.076,0.0262,0.0,0.181,0.0499,0.0225,0.0,0.1446,0.0403,0.0063,0.0205,0.0652,0.7234,0.0066,0.7011,0.7462,0.0678,0.0025,0.0596,0.0789,0.0373,0.0018,0.031,0.0434,0.0242,0.0014,0.0189,0.0292,0.0174,0.0012,0.0127,0.0216,0.0129,0.001,0.0096,0.0165,0.0103,0.0009,0.007,0.0136,0.0083,0.0008,0.0058,0.0113,0.0069,0.0007,0.0044,0.0102,0.0059,0.0006,0.0035,0.0089,0.0855,0.0036,0.0712,0.0986,0.2711,0.0108,0.2355,0.3099,0.1211,0.0031,0.1113,0.1309,0.0998,0.0025,0.0911,0.11,0.0841,0.0022,0.077,0.0926,0.0708,0.0023,0.0618,0.0796,0.0506,0.0025,0.0422,0.0616,0.0611,0.0026,0.053,0.0705,0.0707,0.0027,0.0618,0.0799,0.0714,0.0027,0.061,0.0806,0.0508,0.0029,0.0418,0.0615,0.0484,0.003,0.0371,0.0582
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,49,100,-30.9171,53.49,-222.0592,150.4664,52.0137,3.6406,40.689,64.8485,-16.9997,0.4224,-18.6161,-15.4885,-10.5138,0.4196,-12.0929,-9.2119,6.2281,0.1195,5.8243,6.7183,-16.5711,0.4366,-18.1904,-15.0352,162.038,0.1542,161.8167,162.4209,5.5257,0.1455,5.0146,6.0635,0.002,0.0014,0.0,0.0088,0.2359,0.0088,0.2001,0.269,0.2138,0.0077,0.1848,0.2439,0.9162,0.0036,0.9035,0.9294,1.151,0.0135,1.1012,1.2076,0.2668,0.0107,0.2283,0.3066,0.1102,0.0099,0.076,0.149,0.1036,0.0129,0.0663,0.1547,0.0818,0.0141,0.0354,0.1351,0.0741,0.0158,0.0234,0.1386,0.0537,0.0159,0.0051,0.1141,0.0556,0.0181,0.0052,0.125,0.0701,0.0226,0.0076,0.1885,0.0773,0.026,0.0,0.1981,0.0514,0.0235,0.0,0.1507,0.0406,0.0062,0.0194,0.0654,0.7234,0.0067,0.6992,0.749,0.0678,0.0025,0.0585,0.0766,0.0373,0.0018,0.0307,0.0447,0.0242,0.0014,0.0195,0.0296,0.0174,0.0012,0.0136,0.0219,0.0129,0.001,0.0085,0.0173,0.0103,0.0009,0.007,0.0137,0.0083,0.0008,0.0056,0.0114,0.0069,0.0007,0.0044,0.0096,0.0059,0.0006,0.0039,0.0084,0.0855,0.0036,0.0719,0.098,0.2716,0.0107,0.2268,0.3073,0.12,0.0029,0.1107,0.1314,0.0997,0.0024,0.0913,0.1085,0.0831,0.0021,0.0738,0.0904,0.071,0.0022,0.0639,0.0796,0.0506,0.0024,0.0426,0.0595,0.0605,0.0025,0.0498,0.0701,0.071,0.0026,0.0615,0.0822,0.073,0.0028,0.0637,0.0833,0.0513,0.0029,0.0415,0.063,0.0481,0.0029,0.038,0.0607
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,50,100,-31.0062,55.2486,-228.0408,196.2247,51.9821,3.6067,39.9049,64.4456,-17.0033,0.4183,-18.5515,-15.4148,-10.5432,0.4183,-12.1136,-9.2261,6.2222,0.1174,5.7862,6.6449,-16.5712,0.433,-18.1758,-14.9883,161.6182,0.305,160.9625,162.1216,5.5258,0.1443,5.0,6.0596,0.002,0.0014,0.0,0.0078,0.237,0.009,0.2023,0.2693,0.2147,0.0077,0.1846,0.245,0.9162,0.0034,0.9047,0.9288,1.1497,0.0133,1.1035,1.1956,0.2683,0.0108,0.2292,0.3069,0.1101,0.0097,0.0748,0.1505,0.1036,0.0129,0.0599,0.1476,0.0828,0.0144,0.0296,0.1361,0.0736,0.0161,0.0103,0.1348,0.0534,0.0161,0.0053,0.12,0.0556,0.0182,0.0,0.1313,0.0698,0.0225,0.0,0.1667,0.077,0.0261,0.0093,0.1982,0.0503,0.0234,0.0,0.1429,0.0396,0.0062,0.0201,0.0623,0.7234,0.0065,0.7006,0.7449,0.0678,0.0025,0.0591,0.0774,0.0373,0.0017,0.0317,0.0437,0.0242,0.0014,0.0196,0.0293,0.0174,0.0012,0.0135,0.0217,0.0129,0.001,0.0096,0.0172,0.0103,0.0009,0.007,0.0137,0.0083,0.0008,0.0057,0.0109,0.0069,0.0007,0.0042,0.0095,0.0059,0.0006,0.0038,0.0083,0.0855,0.0035,0.0729,0.0971,0.273,0.0109,0.237,0.3092,0.1194,0.003,0.1104,0.1296,0.0998,0.0024,0.0906,0.11,0.0837,0.0021,0.0763,0.0918,0.0711,0.0022,0.0632,0.0791,0.0501,0.0024,0.0414,0.0596,0.0608,0.0025,0.0526,0.0702,0.071,0.0027,0.0609,0.081,0.0728,0.0028,0.0625,0.0823,0.0508,0.003,0.0413,0.061,0.0475,0.003,0.0374,0.0595
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,51,100,-31.4204,51.8929,-214.497,145.9297,51.9365,3.6387,40.1474,66.1949,-17.0056,0.4196,-18.5216,-15.5742,-10.5694,0.4129,-11.9965,-9.2145,6.2247,0.118,5.8041,6.6013,-16.5711,0.4339,-18.0996,-15.0762,160.8709,0.1393,160.6491,161.1713,5.5257,0.1447,5.0273,6.0342,0.002,0.0014,0.0,0.0078,0.2358,0.0086,0.2084,0.2644,0.2138,0.0075,0.1878,0.2406,0.9162,0.0035,0.9027,0.9273,1.1495,0.0133,1.103,1.1948,0.2668,0.0105,0.2337,0.305,0.1101,0.0098,0.0795,0.1487,0.1025,0.0128,0.0656,0.1528,0.0833,0.0143,0.0287,0.1466,0.0733,0.0161,0.0248,0.1377,0.0547,0.016,0.0,0.1279,0.0561,0.0184,0.0067,0.1266,0.0713,0.0232,0.0073,0.1586,0.0773,0.0265,0.0,0.2059,0.0505,0.0233,0.0,0.15,0.0408,0.0063,0.0226,0.0635,0.7234,0.0066,0.6996,0.7501,0.0678,0.0025,0.0588,0.0783,0.0373,0.0018,0.0321,0.044,0.0242,0.0014,0.0193,0.0298,0.0174,0.0012,0.0139,0.0225,0.0129,0.001,0.0096,0.017,0.0103,0.0009,0.0075,0.0138,0.0083,0.0008,0.0058,0.012,0.0069,0.0007,0.0048,0.0094,0.0059,0.0007,0.0036,0.0081,0.0855,0.0036,0.0745,0.0983,0.2713,0.0104,0.2391,0.3087,0.1193,0.003,0.1086,0.1305,0.0991,0.0025,0.0895,0.1088,0.0845,0.0022,0.0765,0.0935,0.0708,0.0022,0.0639,0.0797,0.0508,0.0024,0.0423,0.0592,0.0613,0.0025,0.053,0.0697,0.0717,0.0027,0.0617,0.0817,0.072,0.0027,0.063,0.0811,0.0506,0.0029,0.0408,0.0626,0.0485,0.003,0.0386,0.059
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,52,100,-31.0387,51.3553,-268.9383,164.0841,51.8957,3.6557,39.8305,66.5421,-17.0091,0.4285,-18.4918,-15.5243,-10.6002,0.4328,-12.2936,-8.7017,6.2219,0.1193,5.8013,6.6078,-16.5713,0.4419,-18.1406,-15.0322,160.8014,0.0971,160.5953,160.9909,5.5258,0.1473,5.0107,6.0488,0.002,0.0014,0.0,0.0078,0.2357,0.0088,0.1962,0.2688,0.2137,0.0076,0.1818,0.2391,0.9162,0.0035,0.9043,0.929,1.1509,0.0138,1.098,1.1996,0.2668,0.0106,0.221,0.304,0.1097,0.0098,0.0727,0.1425,0.1028,0.0129,0.06,0.155,0.0831,0.0143,0.0381,0.1372,0.0734,0.0165,0.0248,0.1413,0.0536,0.0161,0.0052,0.1173,0.0562,0.0189,0.0,0.125,0.0711,0.0228,0.0081,0.1565,0.0771,0.0269,0.0,0.181,0.0503,0.0232,0.0,0.1538,0.0407,0.0064,0.0202,0.0649,0.7234,0.0065,0.7008,0.7469,0.0678,0.0025,0.0589,0.0771,0.0373,0.0017,0.0305,0.0441,0.0242,0.0014,0.0192,0.0299,0.0174,0.0012,0.0138,0.0217,0.0129,0.001,0.0092,0.0173,0.0103,0.0009,0.0075,0.0137,0.0083,0.0008,0.0059,0.0114,0.0069,0.0007,0.0045,0.0095,0.0059,0.0006,0.0037,0.0083,0.0855,0.0035,0.0725,0.0975,0.271,0.0107,0.2186,0.3102,0.1189,0.003,0.1089,0.1305,0.0995,0.0025,0.0904,0.1088,0.0844,0.0022,0.0767,0.0927,0.0708,0.0022,0.0632,0.0785,0.0503,0.0024,0.0423,0.06,0.061,0.0025,0.052,0.0701,0.0721,0.0027,0.063,0.0829,0.0726,0.0028,0.0632,0.0842,0.051,0.003,0.0399,0.066,0.0485,0.003,0.0387,0.0609
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,53,100,-30.8663,50.9265,-221.4051,165.4958,51.8858,3.6087,40.2632,68.7447,-17.0056,0.4127,-18.4285,-15.5337,-10.5688,0.4302,-11.9726,-9.1416,6.2243,0.1162,5.8098,6.6419,-16.5712,0.4264,-18.0234,-15.0645,160.4604,0.4678,159.6617,161.1578,5.5257,0.1421,5.0234,6.0117,0.002,0.0014,0.0,0.0088,0.2361,0.0087,0.2078,0.2656,0.214,0.0075,0.189,0.2404,0.9162,0.0035,0.9025,0.9286,1.1492,0.0131,1.0963,1.1909,0.2672,0.0104,0.2316,0.3038,0.1099,0.01,0.0785,0.1448,0.1032,0.0127,0.0586,0.1534,0.0831,0.0141,0.0379,0.1302,0.0733,0.016,0.0235,0.1331,0.0534,0.016,0.0049,0.1257,0.0563,0.0184,0.0067,0.1242,0.071,0.0227,0.0,0.157,0.0777,0.0267,0.0088,0.1868,0.0501,0.0241,0.0,0.1609,0.0403,0.0063,0.0196,0.0611,0.7234,0.0065,0.7017,0.7482,0.0678,0.0025,0.0604,0.0767,0.0373,0.0018,0.0309,0.0448,0.0242,0.0014,0.0199,0.0293,0.0174,0.0012,0.0132,0.0224,0.0129,0.001,0.0095,0.0169,0.0103,0.0009,0.0071,0.0134,0.0083,0.0008,0.0057,0.0113,0.0069,0.0007,0.0045,0.0096,0.0059,0.0007,0.0038,0.009,0.0855,0.0035,0.0734,0.0997,0.2718,0.0105,0.2383,0.3091,0.1191,0.0029,0.1096,0.1293,0.0993,0.0024,0.0904,0.1076,0.0842,0.0021,0.0771,0.0913,0.0708,0.0023,0.0625,0.0783,0.0507,0.0024,0.0415,0.0598,0.0609,0.0025,0.0525,0.0701,0.0716,0.0026,0.0626,0.0804,0.0728,0.0028,0.0631,0.0829,0.051,0.0029,0.0413,0.0608,0.0479,0.0029,0.038,0.0579
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,54,100,-31.0773,50.0608,-209.4059,154.4801,51.8389,3.596,39.0898,67.995,-16.9974,0.4287,-18.7499,-15.3937,-10.4886,0.3963,-11.8761,-9.1123,6.2263,0.1185,5.7614,6.6726,-16.5712,0.4439,-18.4629,-14.9414,159.5325,0.1865,158.9163,159.8057,5.5257,0.148,4.9824,6.1553,0.002,0.0014,0.0,0.0078,0.2369,0.0077,0.2093,0.2702,0.2148,0.0068,0.1904,0.2428,0.9162,0.0035,0.903,0.9312,1.142,0.013,1.0925,1.1922,0.2683,0.0094,0.2316,0.3081,0.1093,0.0098,0.0756,0.1511,0.1036,0.0127,0.0624,0.1591,0.0825,0.0141,0.0345,0.1352,0.0739,0.016,0.0209,0.1306,0.0534,0.016,0.0052,0.1117,0.0558,0.0185,0.0,0.1364,0.0711,0.0231,0.0,0.181,0.0772,0.0262,0.0,0.1863,0.0505,0.0232,0.0,0.15,0.0407,0.006,0.0208,0.0641,0.7234,0.0068,0.7005,0.7474,0.0678,0.0025,0.0592,0.0762,0.0373,0.0018,0.0311,0.0446,0.0242,0.0014,0.0193,0.0292,0.0174,0.0012,0.0133,0.0215,0.0129,0.001,0.0093,0.0171,0.0103,0.0009,0.0076,0.0136,0.0083,0.0008,0.0053,0.011,0.0069,0.0007,0.0043,0.0096,0.0059,0.0007,0.0037,0.0081,0.0855,0.0035,0.0699,0.0994,0.2728,0.0093,0.2392,0.3132,0.1193,0.0029,0.1095,0.1286,0.0996,0.0024,0.09,0.1087,0.0837,0.0021,0.0771,0.0909,0.0713,0.0022,0.0628,0.0786,0.0506,0.0024,0.0419,0.0591,0.0602,0.0023,0.0525,0.0697,0.071,0.0025,0.0624,0.0805,0.0721,0.0026,0.0631,0.0811,0.0512,0.0027,0.0426,0.0606,0.0482,0.0027,0.0391,0.0598
